DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1907,Ustekinumab,DDInter1738,Tafasitamab,Moderate
DDInter1907,Ustekinumab,DDInter1819,Tisagenlecleucel,Moderate
DDInter1907,Ustekinumab,DDInter1862,Trichophyton mentagrophytes,Moderate
DDInter1907,Ustekinumab,DDInter1893,Typhoid vaccine (inactivated),Moderate
DDInter1907,Ustekinumab,DDInter1894,Typhoid vaccine (live),Major
DDInter1907,Ustekinumab,DDInter1920,Varicella Zoster Vaccine (Recombinant),Major
DDInter1943,Vitamin E,DDInter1907,Ustekinumab,Minor
DDInter1907,Ustekinumab,DDInter1959,Zanubrutinib,Moderate
DDInter160,Bacillus calmette-guerin substrain tice live antigen,DDInter878,Human vaccinia virus immune globulin,Moderate
DDInter696,Ethotoin,DDInter878,Human vaccinia virus immune globulin,Moderate
DDInter783,Fosphenytoin,DDInter878,Human vaccinia virus immune globulin,Moderate
DDInter1152,Mephenytoin,DDInter878,Human vaccinia virus immune globulin,Moderate
DDInter1248,Mumps virus strain B level jeryl lynn live antigen,DDInter878,Human vaccinia virus immune globulin,Moderate
DDInter1625,Rubella virus vaccine,DDInter878,Human vaccinia virus immune globulin,Moderate
