DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter233,Brigatinib,DDInter1435,Pexidartinib,Major
DDInter1486,Poliovirus type 1 antigen (formaldehyde inactivated),DDInter233,Brigatinib,Moderate
DDInter1555,Quinestrol,DDInter233,Brigatinib,Moderate
DDInter1577,Relugolix,DDInter233,Brigatinib,Minor
DDInter233,Brigatinib,DDInter1601,Ripretinib,Moderate
DDInter233,Brigatinib,DDInter1436,Pfizer-BioNTech Covid-19 Vaccine,Moderate
DDInter233,Brigatinib,DDInter1658,Selpercatinib,Moderate
DDInter1659,Selumetinib,DDInter233,Brigatinib,Moderate
DDInter233,Brigatinib,DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",Major
DDInter233,Brigatinib,DDInter1698,Somapacitan,Moderate
DDInter233,Brigatinib,DDInter1750,Tazemetostat,Moderate
DDInter1760,Telotristat ethyl,DDInter233,Brigatinib,Major
DDInter1862,Trichophyton mentagrophytes,DDInter233,Brigatinib,Moderate
DDInter1889,Tuberculin purified protein derivative,DDInter233,Brigatinib,Moderate
DDInter1891,Tucatinib,DDInter233,Brigatinib,Major
DDInter233,Brigatinib,DDInter1893,Typhoid vaccine (inactivated),Moderate
DDInter233,Brigatinib,DDInter1894,Typhoid vaccine (live),Major
DDInter233,Brigatinib,DDInter1896,Ubrogepant,Moderate
DDInter233,Brigatinib,DDInter1920,Varicella Zoster Vaccine (Recombinant),Major
DDInter233,Brigatinib,DDInter1949,Voxelotor,Major
DDInter233,Brigatinib,DDInter1959,Zanubrutinib,Moderate
DDInter1962,Zileuton,DDInter233,Brigatinib,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter338,Cenobamate,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter562,Dimenhydrinate,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter784,Fospropofol,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter844,Guanabenz,Moderate
DDInter845,Guanadrel,DDInter235,Brimonidine (ophthalmic),Moderate
DDInter235,Brimonidine (ophthalmic),DDInter988,Isosorbide,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter1034,Lemborexant,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter1045,Levamlodipine,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter1048,Levobetaxolol (ophthalmic),Moderate
DDInter235,Brimonidine (ophthalmic),DDInter1062,Levorphanol,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter1081,Lithium carbonate,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter1102,Lumateperone,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter1163,Metaxalone,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter1185,Methyldopa,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter1329,Oliceridine,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter1372,Oxymorphone,Moderate
DDInter1810,Timolol (ophthalmic),DDInter450,Crotalus scutulatus antivenin,Moderate
DDInter1810,Timolol (ophthalmic),DDInter693,Ethiodized oil,Moderate
DDInter1810,Timolol (ophthalmic),DDInter821,Givosiran,Moderate
DDInter845,Guanadrel,DDInter1810,Timolol (ophthalmic),Moderate
DDInter982,Isoetharine,DDInter1810,Timolol (ophthalmic),Major
DDInter1810,Timolol (ophthalmic),DDInter1063,Levosalbutamol,Major
DDInter1810,Timolol (ophthalmic),DDInter1045,Levamlodipine,Moderate
DDInter1810,Timolol (ophthalmic),DDInter1198,Metocurine,Moderate
DDInter1810,Timolol (ophthalmic),DDInter1560,Racepinephrine,Major
DDInter236,Brimonidine (topical),DDInter338,Cenobamate,Moderate
DDInter236,Brimonidine (topical),DDInter562,Dimenhydrinate,Moderate
DDInter236,Brimonidine (topical),DDInter784,Fospropofol,Moderate
DDInter236,Brimonidine (topical),DDInter844,Guanabenz,Moderate
DDInter845,Guanadrel,DDInter236,Brimonidine (topical),Moderate
DDInter236,Brimonidine (topical),DDInter988,Isosorbide,Moderate
DDInter236,Brimonidine (topical),DDInter1034,Lemborexant,Moderate
DDInter236,Brimonidine (topical),DDInter1045,Levamlodipine,Moderate
DDInter236,Brimonidine (topical),DDInter1048,Levobetaxolol (ophthalmic),Moderate
DDInter236,Brimonidine (topical),DDInter1062,Levorphanol,Moderate
DDInter236,Brimonidine (topical),DDInter1081,Lithium carbonate,Moderate
DDInter236,Brimonidine (topical),DDInter1102,Lumateperone,Moderate
DDInter236,Brimonidine (topical),DDInter1163,Metaxalone,Moderate
DDInter236,Brimonidine (topical),DDInter1185,Methyldopa,Moderate
DDInter236,Brimonidine (topical),DDInter1329,Oliceridine,Moderate
DDInter236,Brimonidine (topical),DDInter1372,Oxymorphone,Moderate
DDInter238,Brinzolamide (ophthalmic),DDInter215,Bismuth subsalicylate,Major
DDInter239,Brivaracetam,DDInter338,Cenobamate,Moderate
DDInter239,Brivaracetam,DDInter512,Deutetrabenazine,Moderate
DDInter562,Dimenhydrinate,DDInter239,Brivaracetam,Moderate
DDInter1006,Kava,DDInter239,Brivaracetam,Moderate
DDInter239,Brivaracetam,DDInter1027,Lasmiditan,Moderate
DDInter239,Brivaracetam,DDInter1034,Lemborexant,Moderate
DDInter239,Brivaracetam,DDInter1059,Levomilnacipran,Moderate
DDInter1062,Levorphanol,DDInter239,Brivaracetam,Moderate
DDInter239,Brivaracetam,DDInter1081,Lithium carbonate,Moderate
DDInter239,Brivaracetam,DDInter1102,Lumateperone,Moderate
DDInter1163,Metaxalone,DDInter239,Brivaracetam,Moderate
DDInter1185,Methyldopa,DDInter239,Brivaracetam,Moderate
DDInter239,Brivaracetam,DDInter1329,Oliceridine,Moderate
DDInter1372,Oxymorphone,DDInter239,Brivaracetam,Moderate
DDInter240,Brodalumab,DDInter867,Human adenovirus e serotype 4 strain cl-68578 antigen,Moderate
DDInter160,Bacillus calmette-guerin substrain tice live antigen,DDInter240,Brodalumab,Major
DDInter240,Brodalumab,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter282,Candida albicans,DDInter240,Brodalumab,Moderate
DDInter240,Brodalumab,DDInter1931,Vibrio cholerae CVD 103-HgR strain live antigen,Moderate
DDInter240,Brodalumab,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Moderate
DDInter428,Coccidioides immitis spherule,DDInter240,Brodalumab,Moderate
DDInter240,Brodalumab,DDInter574,Diroximel fumarate,Moderate
DDInter240,Brodalumab,DDInter614,Echinacea,Minor
DDInter858,Hepatitis A Vaccine,DDInter240,Brodalumab,Moderate
DDInter860,Hepatitis B Vaccine (Recombinant),DDInter240,Brodalumab,Moderate
DDInter875,Human papillomavirus type 11 L1 capsid protein antigen,DDInter240,Brodalumab,Moderate
DDInter240,Brodalumab,DDInter924,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),Moderate
DDInter240,Brodalumab,DDInter925,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),Moderate
DDInter240,Brodalumab,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter1109,Lyme disease vaccine (recombinant OspA),DDInter240,Brodalumab,Moderate
DDInter1127,Measles virus vaccine live attenuated,DDInter240,Brodalumab,Major
DDInter240,Brodalumab,DDInter1147,Meningococcal polysaccharide vaccine group C,Moderate
DDInter240,Brodalumab,DDInter1240,Monomethyl fumarate,Moderate
DDInter1248,Mumps virus strain B level jeryl lynn live antigen,DDInter240,Brodalumab,Major
DDInter1486,Poliovirus type 1 antigen (formaldehyde inactivated),DDInter240,Brodalumab,Moderate
DDInter240,Brodalumab,DDInter1436,Pfizer-BioNTech Covid-19 Vaccine,Moderate
DDInter240,Brodalumab,DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",Major
DDInter1862,Trichophyton mentagrophytes,DDInter240,Brodalumab,Moderate
DDInter1889,Tuberculin purified protein derivative,DDInter240,Brodalumab,Moderate
DDInter240,Brodalumab,DDInter1893,Typhoid vaccine (inactivated),Moderate
DDInter240,Brodalumab,DDInter1894,Typhoid vaccine (live),Major
DDInter240,Brodalumab,DDInter1920,Varicella Zoster Vaccine (Recombinant),Major
DDInter1943,Vitamin E,DDInter240,Brodalumab,Minor
DDInter242,Bromfenac (ophthalmic),DDInter98,Anisindione,Moderate
DDInter115,Ardeparin,DDInter242,Bromfenac (ophthalmic),Moderate
DDInter242,Bromfenac (ophthalmic),DDInter1750,Tazemetostat,Moderate
DDInter242,Bromfenac (ophthalmic),DDInter1959,Zanubrutinib,Moderate
DDInter243,Bromocriptine,DDInter193,Berotralstat,Moderate
DDInter243,Bromocriptine,DDInter338,Cenobamate,Moderate
DDInter243,Bromocriptine,DDInter512,Deutetrabenazine,Moderate
DDInter562,Dimenhydrinate,DDInter243,Bromocriptine,Moderate
DDInter243,Bromocriptine,DDInter612,Duvelisib,Moderate
DDInter243,Bromocriptine,DDInter614,Echinacea,Moderate
DDInter243,Bromocriptine,DDInter980,Isavuconazonium,Moderate
DDInter243,Bromocriptine,DDInter1006,Kava,Moderate
DDInter243,Bromocriptine,DDInter1027,Lasmiditan,Moderate
DDInter243,Bromocriptine,DDInter1034,Lemborexant,Moderate
DDInter243,Bromocriptine,DDInter1048,Levobetaxolol (ophthalmic),Moderate
DDInter1062,Levorphanol,DDInter243,Bromocriptine,Moderate
DDInter243,Bromocriptine,DDInter1081,Lithium carbonate,Moderate
DDInter243,Bromocriptine,DDInter1087,Lonafarnib,Moderate
DDInter243,Bromocriptine,DDInter1102,Lumateperone,Moderate
DDInter1163,Metaxalone,DDInter243,Bromocriptine,Moderate
DDInter243,Bromocriptine,DDInter1329,Oliceridine,Moderate
DDInter1372,Oxymorphone,DDInter243,Bromocriptine,Moderate
DDInter243,Bromocriptine,DDInter1658,Selpercatinib,Moderate
DDInter243,Bromocriptine,DDInter1750,Tazemetostat,Moderate
DDInter243,Bromocriptine,DDInter1891,Tucatinib,Moderate
DDInter243,Bromocriptine,DDInter1949,Voxelotor,Moderate
DDInter245,Brompheniramine,DDInter175,Belladonna,Moderate
DDInter245,Brompheniramine,DDInter282,Candida albicans,Moderate
DDInter245,Brompheniramine,DDInter338,Cenobamate,Moderate
DDInter245,Brompheniramine,DDInter428,Coccidioides immitis spherule,Moderate
DDInter245,Brompheniramine,DDInter512,Deutetrabenazine,Moderate
DDInter245,Brompheniramine,DDInter562,Dimenhydrinate,Moderate
DDInter984,Isoflurophate (ophthalmic),DDInter245,Brompheniramine,Moderate
DDInter245,Brompheniramine,DDInter1006,Kava,Moderate
DDInter245,Brompheniramine,DDInter1027,Lasmiditan,Moderate
DDInter245,Brompheniramine,DDInter1034,Lemborexant,Moderate
DDInter245,Brompheniramine,DDInter1062,Levorphanol,Moderate
DDInter245,Brompheniramine,DDInter1081,Lithium carbonate,Moderate
DDInter245,Brompheniramine,DDInter1102,Lumateperone,Moderate
DDInter1163,Metaxalone,DDInter245,Brompheniramine,Moderate
DDInter245,Brompheniramine,DDInter1329,Oliceridine,Moderate
DDInter245,Brompheniramine,DDInter1372,Oxymorphone,Moderate
DDInter245,Brompheniramine,DDInter1862,Trichophyton mentagrophytes,Moderate
DDInter245,Brompheniramine,DDInter1889,Tuberculin purified protein derivative,Moderate
DDInter246,Budesonide,DDInter867,Human adenovirus e serotype 4 strain cl-68578 antigen,Moderate
DDInter98,Anisindione,DDInter246,Budesonide,Moderate
DDInter246,Budesonide,DDInter160,Bacillus calmette-guerin substrain tice live antigen,Moderate
DDInter246,Budesonide,DDInter193,Berotralstat,Moderate
DDInter246,Budesonide,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter246,Budesonide,DDInter264,Calaspargase pegol,Moderate
DDInter246,Budesonide,DDInter282,Candida albicans,Moderate
DDInter246,Budesonide,DDInter1931,Vibrio cholerae CVD 103-HgR strain live antigen,Moderate
DDInter246,Budesonide,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Moderate
DDInter246,Budesonide,DDInter428,Coccidioides immitis spherule,Moderate
DDInter246,Budesonide,DDInter574,Diroximel fumarate,Moderate
DDInter246,Budesonide,DDInter612,Duvelisib,Moderate
DDInter246,Budesonide,DDInter614,Echinacea,Minor
DDInter246,Budesonide,DDInter678,Esterified estrogens,Moderate
DDInter246,Budesonide,DDInter683,Estrone sulfate,Moderate
DDInter246,Budesonide,DDInter684,Estrone sulfate (topical),Moderate
DDInter246,Budesonide,DDInter803,Gallium chloride Ga-67,Moderate
DDInter246,Budesonide,DDInter836,Goldenseal,Moderate
DDInter844,Guanabenz,DDInter246,Budesonide,Moderate
DDInter845,Guanadrel,DDInter246,Budesonide,Moderate
DDInter246,Budesonide,DDInter858,Hepatitis A Vaccine,Moderate
DDInter246,Budesonide,DDInter860,Hepatitis B Vaccine (Recombinant),Moderate
DDInter246,Budesonide,DDInter875,Human papillomavirus type 11 L1 capsid protein antigen,Moderate
DDInter246,Budesonide,DDInter918,Indium In-111 oxyquinoline,Moderate
DDInter246,Budesonide,DDInter924,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),Moderate
DDInter246,Budesonide,DDInter925,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),Moderate
DDInter246,Budesonide,DDInter980,Isavuconazonium,Moderate
DDInter982,Isoetharine,DDInter246,Budesonide,Minor
DDInter246,Budesonide,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter246,Budesonide,DDInter1063,Levosalbutamol,Minor
DDInter246,Budesonide,DDInter1045,Levamlodipine,Moderate
DDInter246,Budesonide,DDInter1065,Licorice,Moderate
DDInter246,Budesonide,DDInter1087,Lonafarnib,Major
DDInter1109,Lyme disease vaccine (recombinant OspA),DDInter246,Budesonide,Moderate
DDInter246,Budesonide,DDInter1127,Measles virus vaccine live attenuated,Moderate
DDInter246,Budesonide,DDInter1147,Meningococcal polysaccharide vaccine group C,Moderate
DDInter1185,Methyldopa,DDInter246,Budesonide,Moderate
DDInter246,Budesonide,DDInter1240,Monomethyl fumarate,Moderate
DDInter246,Budesonide,DDInter1248,Mumps virus strain B level jeryl lynn live antigen,Moderate
DDInter246,Budesonide,DDInter1435,Pexidartinib,Moderate
DDInter246,Budesonide,DDInter1486,Poliovirus type 1 antigen (formaldehyde inactivated),Moderate
DDInter246,Budesonide,DDInter1555,Quinestrol,Moderate
DDInter246,Budesonide,DDInter1560,Racepinephrine,Minor
DDInter246,Budesonide,DDInter1436,Pfizer-BioNTech Covid-19 Vaccine,Moderate
DDInter246,Budesonide,DDInter1658,Selpercatinib,Moderate
DDInter246,Budesonide,DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",Major
DDInter246,Budesonide,DDInter1698,Somapacitan,Moderate
DDInter246,Budesonide,DDInter1862,Trichophyton mentagrophytes,Moderate
DDInter246,Budesonide,DDInter1889,Tuberculin purified protein derivative,Moderate
DDInter246,Budesonide,DDInter1891,Tucatinib,Major
DDInter246,Budesonide,DDInter1893,Typhoid vaccine (inactivated),Moderate
DDInter246,Budesonide,DDInter1894,Typhoid vaccine (live),Moderate
DDInter246,Budesonide,DDInter1920,Varicella Zoster Vaccine (Recombinant),Moderate
DDInter1943,Vitamin E,DDInter246,Budesonide,Minor
DDInter246,Budesonide,DDInter1949,Voxelotor,Moderate
DDInter247,Budesonide (nasal),DDInter193,Berotralstat,Moderate
DDInter247,Budesonide (nasal),DDInter612,Duvelisib,Moderate
DDInter247,Budesonide (nasal),DDInter836,Goldenseal,Moderate
DDInter247,Budesonide (nasal),DDInter980,Isavuconazonium,Moderate
DDInter247,Budesonide (nasal),DDInter1658,Selpercatinib,Moderate
DDInter247,Budesonide (nasal),DDInter1891,Tucatinib,Moderate
DDInter247,Budesonide (nasal),DDInter1949,Voxelotor,Moderate
DDInter776,Formoterol,DDInter1577,Relugolix,Moderate
DDInter834,Glycopyrronium,DDInter175,Belladonna,Moderate
DDInter562,Dimenhydrinate,DDInter834,Glycopyrronium,Moderate
DDInter848,Guanidine,DDInter834,Glycopyrronium,Moderate
DDInter984,Isoflurophate (ophthalmic),DDInter834,Glycopyrronium,Moderate
DDInter1062,Levorphanol,DDInter834,Glycopyrronium,Moderate
DDInter834,Glycopyrronium,DDInter1102,Lumateperone,Moderate
DDInter834,Glycopyrronium,DDInter1329,Oliceridine,Moderate
DDInter834,Glycopyrronium,DDInter1372,Oxymorphone,Moderate
DDInter248,Bumetanide,DDInter215,Bismuth subsalicylate,Minor
DDInter248,Bumetanide,DDInter787,Frangula purshiana bark,Moderate
DDInter248,Bumetanide,DDInter562,Dimenhydrinate,Moderate
DDInter248,Bumetanide,DDInter808,Garlic,Minor
DDInter248,Bumetanide,DDInter820,Ginseng,Moderate
DDInter982,Isoetharine,DDInter248,Bumetanide,Moderate
DDInter248,Bumetanide,DDInter1063,Levosalbutamol,Moderate
DDInter248,Bumetanide,DDInter1048,Levobetaxolol (ophthalmic),Moderate
DDInter248,Bumetanide,DDInter1059,Levomilnacipran,Moderate
DDInter248,Bumetanide,DDInter1065,Licorice,Moderate
DDInter248,Bumetanide,DDInter1081,Lithium carbonate,Major
DDInter248,Bumetanide,DDInter1102,Lumateperone,Moderate
DDInter248,Bumetanide,DDInter1198,Metocurine,Moderate
DDInter248,Bumetanide,DDInter1329,Oliceridine,Moderate
DDInter248,Bumetanide,DDInter1571,Rapacuronium,Moderate
DDInter249,Bupivacaine,DDInter1048,Levobetaxolol (ophthalmic),Moderate
DDInter249,Bupivacaine,DDInter1658,Selpercatinib,Moderate
DDInter249,Bupivacaine,DDInter1750,Tazemetostat,Moderate
DDInter249,Bupivacaine,DDInter1807,Tilmanocept,Moderate
DDInter249,Bupivacaine,DDInter1891,Tucatinib,Moderate
DDInter251,Buprenorphine,DDInter175,Belladonna,Moderate
DDInter251,Buprenorphine,DDInter193,Berotralstat,Moderate
DDInter251,Buprenorphine,DDInter787,Frangula purshiana bark,Moderate
DDInter251,Buprenorphine,DDInter338,Cenobamate,Major
DDInter251,Buprenorphine,DDInter512,Deutetrabenazine,Moderate
DDInter251,Buprenorphine,DDInter562,Dimenhydrinate,Moderate
DDInter251,Buprenorphine,DDInter612,Duvelisib,Moderate
DDInter251,Buprenorphine,DDInter614,Echinacea,Moderate
DDInter251,Buprenorphine,DDInter784,Fospropofol,Moderate
DDInter251,Buprenorphine,DDInter836,Goldenseal,Moderate
DDInter251,Buprenorphine,DDInter980,Isavuconazonium,Moderate
DDInter982,Isoetharine,DDInter251,Buprenorphine,Moderate
DDInter251,Buprenorphine,DDInter1006,Kava,Major
DDInter251,Buprenorphine,DDInter1027,Lasmiditan,Moderate
DDInter251,Buprenorphine,DDInter1034,Lemborexant,Major
DDInter251,Buprenorphine,DDInter1063,Levosalbutamol,Moderate
DDInter251,Buprenorphine,DDInter1045,Levamlodipine,Moderate
DDInter251,Buprenorphine,DDInter1059,Levomilnacipran,Moderate
DDInter1062,Levorphanol,DDInter251,Buprenorphine,Major
DDInter251,Buprenorphine,DDInter1081,Lithium carbonate,Moderate
DDInter251,Buprenorphine,DDInter1087,Lonafarnib,Moderate
DDInter251,Buprenorphine,DDInter1102,Lumateperone,Major
DDInter251,Buprenorphine,DDInter1129,Mebrofenin,Moderate
DDInter1163,Metaxalone,DDInter251,Buprenorphine,Major
DDInter251,Buprenorphine,DDInter1329,Oliceridine,Major
DDInter251,Buprenorphine,DDInter1372,Oxymorphone,Major
DDInter1429,Perflutren,DDInter251,Buprenorphine,Moderate
DDInter251,Buprenorphine,DDInter1435,Pexidartinib,Moderate
DDInter251,Buprenorphine,DDInter1577,Relugolix,Moderate
DDInter251,Buprenorphine,DDInter1644,Satralizumab,Moderate
DDInter251,Buprenorphine,DDInter1658,Selpercatinib,Major
DDInter251,Buprenorphine,DDInter1698,Somapacitan,Moderate
DDInter251,Buprenorphine,DDInter1750,Tazemetostat,Moderate
DDInter251,Buprenorphine,DDInter1760,Telotristat ethyl,Moderate
DDInter251,Buprenorphine,DDInter1891,Tucatinib,Moderate
DDInter1921,Vasopressin,DDInter251,Buprenorphine,Moderate
DDInter251,Buprenorphine,DDInter1949,Voxelotor,Moderate
DDInter277,Calcium glycerophosphate,DDInter253,Burosumab,Major
DDInter1241,Monopotassium phosphate,DDInter253,Burosumab,Major
DDInter1691,"Sodium phosphate, monobasic",DDInter253,Burosumab,Major
DDInter254,Buspirone,DDInter338,Cenobamate,Moderate
DDInter254,Buspirone,DDInter512,Deutetrabenazine,Moderate
DDInter254,Buspirone,DDInter612,Duvelisib,Moderate
DDInter254,Buspirone,DDInter614,Echinacea,Moderate
DDInter254,Buspirone,DDInter661,Erdafitinib,Moderate
DDInter254,Buspirone,DDInter784,Fospropofol,Moderate
DDInter254,Buspirone,DDInter844,Guanabenz,Moderate
DDInter845,Guanadrel,DDInter254,Buspirone,Moderate
DDInter254,Buspirone,DDInter980,Isavuconazonium,Moderate
DDInter254,Buspirone,DDInter1006,Kava,Moderate
DDInter254,Buspirone,DDInter1027,Lasmiditan,Major
DDInter254,Buspirone,DDInter1034,Lemborexant,Moderate
DDInter254,Buspirone,DDInter1045,Levamlodipine,Moderate
DDInter254,Buspirone,DDInter1059,Levomilnacipran,Major
DDInter254,Buspirone,DDInter1062,Levorphanol,Major
DDInter254,Buspirone,DDInter1081,Lithium carbonate,Moderate
DDInter254,Buspirone,DDInter1087,Lonafarnib,Moderate
DDInter254,Buspirone,DDInter1102,Lumateperone,Moderate
DDInter254,Buspirone,DDInter1163,Metaxalone,Moderate
DDInter254,Buspirone,DDInter1329,Oliceridine,Major
DDInter254,Buspirone,DDInter1372,Oxymorphone,Major
DDInter254,Buspirone,DDInter1435,Pexidartinib,Moderate
DDInter254,Buspirone,DDInter1658,Selpercatinib,Moderate
DDInter254,Buspirone,DDInter1698,Somapacitan,Moderate
DDInter254,Buspirone,DDInter1750,Tazemetostat,Moderate
DDInter254,Buspirone,DDInter1760,Telotristat ethyl,Moderate
DDInter254,Buspirone,DDInter1891,Tucatinib,Moderate
DDInter254,Buspirone,DDInter1949,Voxelotor,Moderate
DDInter255,Busulfan,DDInter867,Human adenovirus e serotype 4 strain cl-68578 antigen,Moderate
DDInter255,Busulfan,DDInter160,Bacillus calmette-guerin substrain tice live antigen,Major
DDInter255,Busulfan,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter255,Busulfan,DDInter282,Candida albicans,Moderate
DDInter255,Busulfan,DDInter1931,Vibrio cholerae CVD 103-HgR strain live antigen,Moderate
DDInter255,Busulfan,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Moderate
DDInter255,Busulfan,DDInter428,Coccidioides immitis spherule,Moderate
DDInter255,Busulfan,DDInter574,Diroximel fumarate,Moderate
DDInter255,Busulfan,DDInter858,Hepatitis A Vaccine,Moderate
DDInter255,Busulfan,DDInter860,Hepatitis B Vaccine (Recombinant),Moderate
DDInter255,Busulfan,DDInter875,Human papillomavirus type 11 L1 capsid protein antigen,Moderate
DDInter255,Busulfan,DDInter924,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),Moderate
DDInter255,Busulfan,DDInter925,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),Moderate
DDInter255,Busulfan,DDInter979,Isatuximab,Moderate
DDInter255,Busulfan,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter255,Busulfan,DDInter1105,Lurbinectedin,Moderate
DDInter1109,Lyme disease vaccine (recombinant OspA),DDInter255,Busulfan,Moderate
DDInter255,Busulfan,DDInter1127,Measles virus vaccine live attenuated,Major
DDInter255,Busulfan,DDInter1147,Meningococcal polysaccharide vaccine group C,Moderate
DDInter255,Busulfan,DDInter1240,Monomethyl fumarate,Moderate
DDInter255,Busulfan,DDInter1248,Mumps virus strain B level jeryl lynn live antigen,Major
DDInter255,Busulfan,DDInter1270,Naxitamab,Moderate
DDInter255,Busulfan,DDInter1486,Poliovirus type 1 antigen (formaldehyde inactivated),Moderate
DDInter255,Busulfan,DDInter1561,Radium Ra 223 dichloride,Moderate
DDInter255,Busulfan,DDInter1436,Pfizer-BioNTech Covid-19 Vaccine,Moderate
DDInter255,Busulfan,DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",Major
DDInter255,Busulfan,DDInter1692,"Sodium phosphate, monobasic (p32)",Moderate
DDInter255,Busulfan,DDInter1862,Trichophyton mentagrophytes,Moderate
DDInter255,Busulfan,DDInter1889,Tuberculin purified protein derivative,Moderate
DDInter255,Busulfan,DDInter1893,Typhoid vaccine (inactivated),Moderate
DDInter255,Busulfan,DDInter1894,Typhoid vaccine (live),Major
DDInter255,Busulfan,DDInter1920,Varicella Zoster Vaccine (Recombinant),Major
DDInter1943,Vitamin E,DDInter255,Busulfan,Moderate
DDInter257,Butalbital,DDInter338,Cenobamate,Moderate
DDInter257,Butalbital,DDInter512,Deutetrabenazine,Moderate
DDInter257,Butalbital,DDInter612,Duvelisib,Moderate
DDInter263,Caffeine,DDInter614,Echinacea,Moderate
DDInter257,Butalbital,DDInter678,Esterified estrogens,Moderate
DDInter257,Butalbital,DDInter683,Estrone sulfate,Moderate
DDInter257,Butalbital,DDInter778,Fosaprepitant,Moderate
DDInter263,Caffeine,DDInter821,Givosiran,Moderate
DDInter257,Butalbital,DDInter980,Isavuconazonium,Moderate
DDInter257,Butalbital,DDInter1006,Kava,Moderate
DDInter257,Butalbital,DDInter1027,Lasmiditan,Moderate
DDInter257,Butalbital,DDInter1034,Lemborexant,Moderate
DDInter257,Butalbital,DDInter1075,Liotrix,Moderate
DDInter257,Butalbital,DDInter1087,Lonafarnib,Moderate
DDInter257,Butalbital,DDInter1105,Lurbinectedin,Moderate
DDInter257,Butalbital,DDInter1163,Metaxalone,Moderate
DDInter257,Butalbital,DDInter1415,Pemigatinib,Moderate
DDInter257,Butalbital,DDInter1601,Ripretinib,Moderate
DDInter257,Butalbital,DDInter1658,Selpercatinib,Moderate
DDInter257,Butalbital,DDInter1750,Tazemetostat,Moderate
DDInter257,Butalbital,DDInter1799,"Thyroid, porcine",Moderate
DDInter257,Butalbital,DDInter1891,Tucatinib,Moderate
DDInter257,Butalbital,DDInter1896,Ubrogepant,Moderate
DDInter258,Butorphanol,DDInter175,Belladonna,Moderate
DDInter258,Butorphanol,DDInter214,Bismuth subgallate,Moderate
DDInter258,Butorphanol,DDInter215,Bismuth subsalicylate,Moderate
DDInter258,Butorphanol,DDInter318,Cefiderocol,Major
DDInter258,Butorphanol,DDInter338,Cenobamate,Major
DDInter258,Butorphanol,DDInter512,Deutetrabenazine,Moderate
DDInter258,Butorphanol,DDInter562,Dimenhydrinate,Moderate
DDInter258,Butorphanol,DDInter784,Fospropofol,Moderate
DDInter258,Butorphanol,DDInter844,Guanabenz,Moderate
DDInter845,Guanadrel,DDInter258,Butorphanol,Moderate
DDInter258,Butorphanol,DDInter980,Isavuconazonium,Major
DDInter258,Butorphanol,DDInter1006,Kava,Moderate
DDInter258,Butorphanol,DDInter1027,Lasmiditan,Moderate
DDInter258,Butorphanol,DDInter1034,Lemborexant,Major
DDInter258,Butorphanol,DDInter1045,Levamlodipine,Moderate
DDInter258,Butorphanol,DDInter1059,Levomilnacipran,Moderate
DDInter258,Butorphanol,DDInter1062,Levorphanol,Major
DDInter258,Butorphanol,DDInter1081,Lithium carbonate,Moderate
DDInter258,Butorphanol,DDInter1102,Lumateperone,Major
DDInter258,Butorphanol,DDInter1129,Mebrofenin,Moderate
DDInter258,Butorphanol,DDInter1163,Metaxalone,Major
DDInter258,Butorphanol,DDInter1329,Oliceridine,Major
DDInter258,Butorphanol,DDInter1372,Oxymorphone,Major
DDInter258,Butorphanol,DDInter1435,Pexidartinib,Major
DDInter258,Butorphanol,DDInter1698,Somapacitan,Moderate
DDInter258,Butorphanol,DDInter1750,Tazemetostat,Moderate
DDInter258,Butorphanol,DDInter1760,Telotristat ethyl,Major
